"Geographic area","Time period","Sex","Adjusted net attendance rate, one year before the official primary entry age","Adjusted net attendance rate for children of primary school age","Adjusted net attendance rate for adolescents of lower secondary school age","Adjusted net attendance rate for youth of upper secondary school age","Completion rate for children of primary school age","Completion rate for adolescents of lower secondary school age","Completion rate for youth of upper secondary education school age","Out-of-school rate for children of primary school age","Out-of-school rate for adolescents of lower secondary school age","Out-of-school rate for youth of upper secondary school age","Out-of-school rate for youth of upper secondary school age (administrative data)","Youth literacy rate for 15-24 years","Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in reading","Out-of-school rate for children one year younger than official entry age (administrative data)","Out-of-school rate for children of primary school age (administrative data)","Out-of-school rate for adolescents of lower secondary school age (administrative data)","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading","Proportion of students at the end of primary achieving at least a minimum proficiency level in reading"
"Bolivia (Plurinational State of)","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","7","-","-","-","-","-","37.6","48.2","16.4"
"Bolivia (Plurinational State of)","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","8.3","-","-","-","-","-","38","47.1","14.2"
"Bolivia (Plurinational State of)","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","7.7","-","-","-","-","-","37.8","47.7","15.2"
"Bosnia and Herzegovina","2020","Female","-","-","-","-","-","-","-","-","-","-","16.77155","-","-","-","-","71.40879","-","-","-","-","-"
"Bosnia and Herzegovina","2020","Male","-","-","-","-","-","-","-","-","-","-","20.26935","-","-","-","-","69.9388","-","-","-","-","-"
"Bosnia and Herzegovina","2020","Total","-","-","-","-","-","-","-","-","-","-","18.55448","-","-","-","-","70.65388","-","-","-","-","-"
"Bosnia and Herzegovina","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","40","-","-","-","-","-","-","-","-"
"Bosnia and Herzegovina","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","54.76662","-","13.34897","7.07804","-","-","-"
"Bosnia and Herzegovina","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","38.28907","-","13.2238","5.31796","-","-","-"
"Bosnia and Herzegovina","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","46.32493","-","13.28474","6.18157","-","-","-"
"Bosnia and Herzegovina","2012","Female","95.102737","95.102737","96","93.099998","99.900002","96.900002","92","3.9000001","1.2","5.6999998","-","-","-","-","-","-","-","-","-","-","-"
"Bosnia and Herzegovina","2012","Male","96.785507","96.785507","94.199997","90.400002","99.199997","96.800003","92.300003","2.2","0.60000002","7.8000002","-","-","-","-","-","-","-","-","-","-","-"
"Bosnia and Herzegovina","2012","Total","96.063164","96.063164","95.099998","91.800003","99.599998","96.800003","92.199997","2.9000001","0.89999998","6.6999998","-","-","-","-","-","-","-","-","-","-","-"
"Botswana","2017","Female","-","-","-","-","97.699997","91.599998","66.400002","1","4.5","28","18.14047","-","-","-","-","-","8.08053","9.26597","-","-","-"
"Botswana","2017","Male","-","-","-","-","95.099998","91.5","55.400002","1.3","4","36.299999","21.39566","-","-","-","-","-","9.7893","10.61073","-","-","-"
"Botswana","2017","Total","-","-","-","-","96.400002","91.5","60.900002","1.2","4.3000002","32.299999","19.78289","-","-","-","-","-","8.94308","9.94483","-","-","-"
"Botswana","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.45886","-","-","-","-","-"
"Botswana","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.88278","-","-","-","-","-"
"Botswana","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.67322","-","-","-","-","-"
"Botswana","2010","Total","90","90","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Brazil","2019","Female","95.779404","93.978271","87.120827","69.760559","96.5","88.599998","74.699997","0.37384519","1.041109","7.26196","14.31466","-","-","-","-","1.19833","-","1.21044","-","-","-"
"Brazil","2019","Male","94.287392","93.891243","83.05426","60.656349","94.599998","80.900002","64.699997","0.60525417","0.96669507","8.0348053","15.63811","-","-","-","-","0","-","3.43146","-","-","-"
"Brazil","2019","Total","95.005363","93.934273","85.031647","65.119377","95.5","84.699997","69.699997","0.4908559","1.002879","7.6559439","14.99522","-","-","-","-","0.58959","0.57306","2.35421","-","-","-"
"Brazil","2018","Female","-","-","-","-","-","-","-","-","-","-","-","99.43153","-","29.8313","55.65137","-","-","-","-","-","-"
"Brazil","2018","Male","-","-","-","-","-","-","-","-","-","-","-","98.98358","-","33.98236","44.43711","-","-","-","-","-","-"
"Brazil","2018","Total","-","-","-","-","-","-","-","-","-","-","-","99.20417","-","31.90613","50.04612","-","-","-","-","-","-"
"Brazil","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.57631","-","-","-","-"
"Brazil","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.8555","-","-","-","-"
"British Virgin Islands","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"British Virgin Islands","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.63777","-","-","-","-","-"
"British Virgin Islands","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.8404","-","-","-","-","-"
"British Virgin Islands","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.94647","-","-","-","-"
"British Virgin Islands","2016","Female","-","-","-","-","-","-","-","-","-","-","15.88785","-","-","-","-","-","-","-","-","-","-"
"British Virgin Islands","2016","Male","-","-","-","-","-","-","-","-","-","-","24.09091","-","-","-","-","-","-","-","-","-","-"
"British Virgin Islands","2016","Total","-","-","-","-","-","-","-","-","-","-","19.81567","-","-","-","-","-","-","-","-","-","-"
"British Virgin Islands","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.82655","-","-","-"
"Brunei Darussalam","2020","Female","-","-","-","-","-","-","-","-","-","-","13.89732","-","-","-","-","5.92701","1.52253","-","-","-","-"
"Brunei Darussalam","2020","Male","-","-","-","-","-","-","-","-","-","-","19.44836","-","-","-","-","5.42317","1.8298","-","-","-","-"
"Brunei Darussalam","2020","Total","-","-","-","-","-","-","-","-","-","-","16.74752","-","-","-","-","5.66704","1.68117","0.2562","-","-","-"
"Brunei Darussalam","2018","Female","-","-","-","-","-","-","-","-","-","-","-","99.78966","-","53.99125","54.52","-","-","-","-","-","-"
"Brunei Darussalam","2018","Male","-","-","-","-","-","-","-","-","-","-","-","99.63516","-","50.30802","41.99665","-","-","-","-","-","-"
"Brunei Darussalam","2018","Total","-","-","-","-","-","-","-","-","-","-","-","99.70894","-","52.13175","48.19751","-","-","-","-","-","-"
"Bulgaria","2019","Female","-","-","-","-","-","-","-","-","-","-","17.75904","-","-","-","-","17.48097","14.61375","15.18407","-","-","-"
"Bulgaria","2019","Male","-","-","-","-","-","-","-","-","-","-","13.61654","-","-","-","-","16.24402","14.60503","13.99865","-","-","-"
"Bulgaria","2019","Total","-","-","-","-","-","-","-","-","-","-","15.62083","-","71","-","-","16.84561","14.60927","14.57411","-","-","-"
"Bulgaria","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","56.42893","61.92015","-","-","-","-","-","-"
"Bulgaria","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","54.8432","44.92272","-","-","-","-","-","-"
"Bulgaria","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","55.58716","52.8972","-","-","-","-","-","-"
"Bulgaria","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","95.58441"
"Bulgaria","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","94.00213"
"Bulgaria","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","94.78671"
"Bulgaria","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","76.25733","-","-","-","-","-","-","-","-"
"Bulgaria","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","74.01882","-","-","-","-","-","-","-","-"
"Burkina Faso","2020","Female","-","-","-","-","-","-","-","-","-","-","65.72184","-","-","-","-","79.34233","24.55493","44.10687","-","-","-"
"Burkina Faso","2020","Male","-","-","-","-","-","-","-","-","-","-","68.34481","-","-","-","-","79.26492","24.4555","49.21367","-","-","-"
"Burkina Faso","2020","Total","-","-","-","-","-","-","-","-","-","-","67.05887","-","-","-","-","79.30295","24.50434","46.70875","-","-","-"
"Burkina Faso","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","25","-","-","-","-","-","61.2","34.2","33"
"Burkina Faso","2018","Female","-","-","-","-","-","-","-","-","-","-","-","54.45067","-","-","-","-","-","-","-","-","-"
"Burkina Faso","2018","Male","-","-","-","-","-","-","-","-","-","-","-","63.86195","-","-","-","-","-","-","-","-","-"
"Burkina Faso","2018","Total","-","-","-","-","-","-","-","-","-","-","-","58.87398","-","-","-","-","-","-","-","-","-"
"Burkina Faso","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","17.9","-","-","-","-","-","56.79","35.33","19.58"
"Burkina Faso","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","24.12","-","-","-","-","-","61.04","25.21","22.13"
"Burkina Faso","2010","Female","50","50","17.200001","3.4000001","29.4","5.5999999","2.3","50","58.5","79.244873","-","-","-","-","-","-","-","-","-","-","-"
"Burkina Faso","2010","Male","53.700001","53.700001","18.799999","6","31.799999","13.2","6.3000002","46.299999","55.599998","68.967773","-","-","-","-","-","-","-","-","-","-","-"
"Burkina Faso","2010","Total","51.900002","51.900002","18","4.5999999","30.700001","9","3.9000001","48.099998","57","74.19931","-","-","-","-","-","-","-","-","-","-","-"
"Burundi","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","18","-","-","-","-","-","98.6","78.9","4.5"
"Burundi","2017","Female","37.064968","82.164139","27.36039","11.53744","54.099998","19.4","3.4000001","17.6","28.299999","54.298901","-","-","-","-","-","-","-","-","-","-","-"
"Burundi","2017","Male","39.758179","82.061127","21.054569","12.55773","46","25.700001","3.5999999","17.799999","30.5","52.620831","-","-","-","-","-","-","-","-","-","-","-"
"Burundi","2017","Total","38.3866","82.113747","24.197029","12.01498","50.099998","22.200001","3.5","17.700001","29.4","53.513481","-","-","-","-","-","-","-","-","-","-","-"
"Burundi","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","54.01","-","-","-","-","-","97.07","78.87","6.32"
"Burundi","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","28.75","-","-","-","-","-","97.43","81.07","4.42"
"Cabo Verde","2019","Female","-","-","-","-","-","-","-","-","-","-","23.95588","-","-","-","-","18.45714","8.22356","13.23869","-","-","-"
"Cabo Verde","2019","Male","-","-","-","-","-","-","-","-","-","-","29.26878","-","-","-","-","19.13478","7.2346","11.79554","-","-","-"
"Cabo Verde","2019","Total","-","-","-","-","-","-","-","-","-","-","26.62177","-","-","-","-","18.80101","7.72343","12.51439","-","-","-"
"Cambodia","2020","Female","-","-","-","-","-","-","-","-","-","-","56.28691","-","-","-","-","29.40767","11.07261","12.10451","-","-","-"
"Cambodia","2020","Male","-","-","-","-","-","-","-","-","-","-","53.84366","-","-","-","-","29.64364","10.63052","17.14824","-","-","-"
"Cambodia","2020","Total","-","-","-","-","-","-","-","-","-","-","55.06271","-","-","-","-","29.52776","10.84626","14.66981","-","-","-"
"Cambodia","2019","Female","-","-","-","-","-","-","-","-","-","-","-","-","20.2","-","-","-","-","-","-","-","13.8"
"Cambodia","2019","Male","-","-","-","-","-","-","-","-","-","-","-","-","17","-","-","-","-","-","-","-","8.1"
"Cambodia","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","19","-","-","-","-","-","-","-","11"
"Cambodia","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","9.03948","8.79128","-","-","-","-","-","-"
"Cambodia","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","10.85279","6.02381","-","-","-","-","-","-"
"Cambodia","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","9.88192","7.50555","-","-","-","-","-","-"
"Cambodia","2014","Female","79.591347","93.913101","54","27.1","78.800003","38.900002","19.799999","5.3513079","24.865891","61.921059","-","-","-","-","-","-","-","-","-","-","-"
"Cambodia","2014","Male","71.764954","91.763283","47.099998","25.700001","68.199997","41","20.1","7.3545079","25.548189","58.06815","-","-","-","-","-","-","-","-","-","-","-"
"Cambodia","2014","Total","75.532211","92.834877","50.400002","26.4","73.300003","40","19.9","6.355988","25.21611","59.97094","-","-","-","-","-","-","-","-","-","-","-"
"Cameroon","2019","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56.54321","12.72457","-","-","-","-"
"Cameroon","2019","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","55.66812","4.00376","-","-","-","-"
"Cameroon","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","11.1","-","-","56.10159","8.32815","-","58.1","39.4","30.2"
"Cameroon","2018","Female","62.862141","82.038963","53.229649","27.413549","73.62265","43.021049","20.78063","17.12788","22.04649","48.626709","-","82.41","-","-","-","-","-","-","-","-","-"
"Cameroon","2018","Male","67.16539","85.928413","51.534161","27.97846","74.991524","52.14241","25.638069","13.56048","16.05212","33.93964","-","87.72","-","-","-","-","-","-","-","-","-"
"Cameroon","2018","Total","65.030327","83.994049","52.398941","27.68325","74.272621","47.42281","22.98877","15.33467","19.109541","41.61478","-","85.08","-","-","-","-","-","-","-","-","-"
"Cameroon","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","40.39397","-","-","-"
"Cameroon","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","33.08228","-","-","-"
"Cameroon","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","36.71663","-","-","-"
"Cameroon","2015","Female","-","-","-","-","-","-","-","-","-","-","58.44663","-","-","-","-","-","-","-","-","-","-"
"Cameroon","2015","Male","-","-","-","-","-","-","-","-","-","-","49.7123","-","-","-","-","-","-","-","-","-","-"
"Cameroon","2015","Total","-","-","-","-","-","-","-","-","-","-","54.05766","-","-","-","-","-","-","-","-","-","-"
"Cameroon","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","10.75","-","-","-","-","-","51.33","27.31","26.52"
"Cameroon","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","11.45","-","-","-","-","-","62.78","31.85","22.12"
"Canada","2019","Female","-","-","-","-","-","-","-","-","-","-","12.03281","-","-","-","-","1.81214","-","-","-","-","-"
"Canada","2019","Male","-","-","-","-","-","-","-","-","-","-","11.72597","-","-","-","-","1.68152","-","-","-","-","-"
"Canada","2019","Total","-","-","-","-","-","-","-","-","-","-","11.87547","-","69","-","-","1.74533","0.27903","-","-","-","-"
"Canada","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","83.87651","90.3906","-","-","-","-","-","-"
"Canada","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","83.60393","82.17318","-","-","-","-","-","-"
"Canada","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","83.73881","86.24969","-","-","-","-","-","-"
"Canada","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","96.32409"
"Canada","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","95.27137"
"Canada","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","95.74039"
"Canada","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","67.87034","-","-","-","-","-","-","-","-"
"Canada","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","71.10169","-","-","-","-","-","-","-","-"
"Canada","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.07248","-","-","-"
"Canada","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.24058","-","-","-"
"Canada","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.33148","-","-","-"
"Central African Republic","2019","Female","38.216221","69.2127","12.57105","4.3049488","23.63912","10.15851","5.1652322","29.990959","30.182819","63.468071","-","-","-","-","-","-","-","-","-","-","-"
"Central African Republic","2019","Male","47.266869","76.05088","14.03295","6.5270038","29.80345","15.06687","7.5470662","23.18189","18.27257","32.752522","-","-","-","-","-","-","-","-","-","-","-"
"Central African Republic","2019","Total","42.857128","72.757393","13.31035","5.363203","26.755501","12.26978","6.217989","26.461349","24.15966","48.83979","-","-","-","-","-","-","-","-","-","-","-"
"Central African Republic","2018","Female","-","-","-","-","-","-","-","-","-","-","-","28.70666","-","-","-","-","-","-","-","-","-"
"Central African Republic","2018","Male","-","-","-","-","-","-","-","-","-","-","-","47.80493","-","-","-","-","-","-","-","-","-"
"Central African Republic","2018","Total","-","-","-","-","-","-","-","-","-","-","-","38.26865","-","-","-","-","-","-","-","-","-"
"Central African Republic","2017","Female","-","-","-","-","-","-","-","-","-","-","85.82162","-","-","-","-","-","-","61.41152","-","-","-"
"Central African Republic","2017","Male","-","-","-","-","-","-","-","-","-","-","76.06094","-","-","-","-","-","-","42.85513","-","-","-"
"Central African Republic","2017","Total","-","-","-","-","-","-","-","-","-","-","80.93191","-","-","-","-","-","-","52.11755","-","-","-"
"Chad","2019","Female","19.72443","40.395908","11.97575","4.8575859","23.310511","9.0356951","2.7045281","59.42585","58.047482","73.705437","85.14036","-","-","-","-","87.16117","35.04273","69.53501","-","-","-"
"Chad","2019","Male","20.814659","45.458809","16.600031","8.3924627","30.330379","17.82753","6.7123079","54.290581","47.218201","53.932308","70.59798","-","-","-","-","85.03692","17.30957","54.93513","-","-","-"
"Chad","2019","Total","20.281719","42.960449","14.32042","6.6605349","26.965361","13.19732","4.4250321","56.82465","52.556648","63.620232","77.85227","-","1.8","-","-","86.09448","26.15198","62.22386","64.5","34","7.6"
"Chad","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","34.19","14.95","2.04"
"Chad","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","3.14","-","-","-","-","-","60.38","19.86","2.82"
"Chile","2019","Female","-","-","-","-","-","-","-","-","-","-","4.89784","-","-","-","-","5.25209","0.87884","4.39624","-","-","-"
"Chile","2019","Male","-","-","-","-","-","-","-","-","-","-","4.52346","-","-","-","-","4.22111","0.0596","3.35296","-","-","-"
"Chile","2019","Total","-","-","-","-","-","-","-","-","-","-","4.70747","-","-","33","-","4.72743","0.46204","3.86558","-","-","-"
"Chile","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","73.16235","-","-","-","-","-","-"
"Chile","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","63.51792","-","-","-","-","-","-"
"Chile","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","68.27905","-","-","-","-","-","-"
"Chile","2017","Female","95.800003","90.099998","60.799999","76.400002","96.917068","96.90509","88.080391","0.89999998","0.60000002","2.5999999","-","-","-","-","-","-","-","-","-","-","-"
"Chile","2017","Male","96.900002","87.699997","58.799999","72.400002","95.68824","94.346909","83.068703","1.7","0.40000001","2.5","-","-","-","-","-","-","-","-","-","-","-"
"Chile","2017","Total","96.300003","88.800003","59.799999","74.300003","96.28756","95.600967","85.579773","1.3","0.5","2.5","-","-","-","-","-","-","-","-","-","-","-"
"Chile","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","23.61255","-","-","-","-","-","-","-"
"Chile","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","32.02437","-","-","-","-","-","-","-"
"China","2018","Female","-","-","-","-","-","-","-","-","-","-","-","99.78338","-","-","-","-","-","-","-","-","-"
"China","2018","Male","-","-","-","-","-","-","-","-","-","-","-","99.78379","-","-","-","-","-","-","-","-","-"
"China","2018","Total","-","-","-","-","-","-","-","-","-","-","-","99.7836","-","-","-","-","-","-","-","-","-"
"China","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79.6","-","-","-","-","81.8","-"
"China","2015","Female","-","94.800003","73.800003","61.900002","97","93.400002","67.300003","5.1999998","3.2","12.7","-","-","-","-","-","-","-","-","-","-","-"
"China","2015","Male","-","94.800003","72.800003","57.599998","97.099998","92.900002","63","5.1999998","3.4000001","15.8","-","-","-","-","-","-","-","-","-","-","-"
"China","2015","Total","-","94.800003","73.300003","59.599998","97.099998","93.199997","65","5.1999998","3.3","14.4","-","-","-","78.9","-","-","-","-","84.6","-","-"
